Ссылка;Высказывание;Ключевые слова;Счёт;;;;
https://coronafake.ru/fakes/482;Логично, что данное сообщение опровергли в Министерстве образования Ставропольского края подчеркнув, что дистанционное обучение – это временная и вынужденная мера, вызванная угрозой распространения коронавируса.;самоизоляция;1;;;;
https://tass.ru/moskva/8008419;Ранее заместитель мэра столицы Анастасия Ракова опровергла информацию о возможном закрытии Москвы на карантин из-за коронавируса.;самоизоляция;2;;;;
https://savvateev.livejournal.com/298303.html;Реальная смертность от побочных причин, связанных с карантином, будет несопоставимо выше, чем смертность от коронавируса.;самоизоляция;3;;;;
https://vk.com/wall-193079545_1563;Собянин назвал слухами возвращение ограничений с 15 сентября в Москве из-за коронавируса;самоизоляция;4;;;;
https://www.bbc.com/russian/features-52065978;Карантин и другие ограничительные меры по всему миру могут продлиться (с небольшими перерывами) до тех пор, пока не будет найдена вакцина или эффективное лечение от Covid-19.;самоизоляция;5;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Режим самоизоляции, даже при отсутствии каких-либо симптомов, необходимо соблюдать гражданам, прибывшим из стран, неблагополучных по коронавирусной инфекции.;самоизоляция;6;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Всем гражданам, прибывающим из стран, неблагополучных по коронавирусной инфекции, необходимо по приезду перейти в режим самоизоляции на 14 дней, то есть не покидать жилище, не посещать работу, учебу, не приглашать к себе гостей. ;самоизоляция;7;;;;
https://www.business-gazeta.ru/article/468307;Проводимая с третьей декады марта политика тотальной «добровольной самоизоляции» населения в нашей стране не дает завершиться эпидемии коронавируса, которая при сохранении нормального ритма и порядка жизни уже, наверное, давно бы затухла.;самоизоляция;8;;;;
https://www.business-gazeta.ru/article/468307;Люди умирают не столько ОТ коронавируса, сколько С коронавирусом от совсем других болезней, заключает профессор Катасонов, поэтому карантинные истерики властей приносят только вред.;самоизоляция, смертность;1;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;В настоящее время сезонность для COVID-19 не является доказанной.;сезонность;1;;;;
https://www.gazeta.ru/social/2020/04/24/13061701.shtml;Заболеваемость COVID-19 не зависит от погоды, подчеркивают в ВОЗ.;сезонность;2;;;;
https://www.bbc.com/russian/features-51791985;Коллоидное серебро призвал использовать для защиты от коронавируса один из гостей телешоу Джима Бейкера, американского телевизионного проповедника.;серебро;1;;;;
https://www.bbc.com/russian/features-51791985;Весть о том, что жидкое серебро может быть эффективно в борьбе с коронавирусом, разлетелась по соцсетям, особенно в сообществах, скептически настроенных к традиционной медицине.;серебро;2;;;;
https://www.forbes.ru/obshchestvo/405295-chto-lechit-covid-19-putevoditel-po-vsem-izvestnym-metodam-borby-ot-new-york;Серебро обладает некоторым бактерицидным свойством, но сделанные из него предметы не демонстрировали способность предотвращать или лечить COVID-19.;серебро;3;;;;
https://www.youtube.com/watch?v=Sd9Fqva1QQY&lc=UgzV2ZqeJ64H8-dfW9p4AaABAg.99-kv7Ce2PI990SRXxzmls;А на днях была информация о том, что сейчас идет исследование влияния сероводорода на ковид 19, есть положительный результат но испытание ещё идут.;сероводород;1;;;;
https://www.mk.ru/science/2020/05/19/koronavirus-boitsya-serovodoroda.html;Коронавирус боится сероводорода;сероводород;2;;;;
https://www.mk.ru/science/2020/05/19/koronavirus-boitsya-serovodoroda.html;Наряду с этим существуют исследования на грызунах, показавшие, что сероводород является эффективным средством против некоторых вирусов, к которым относится и COVID-19.;сероводород;3;;;;
https://www.mk.ru/science/2020/05/19/koronavirus-boitsya-serovodoroda.html;На исходной (первой) стадии инфекции сероводород должен проявлять свой противовирусный потенциал для предотвращения размножения коронавируса.;сероводород;4;;;;
https://www.mk.ru/science/2020/05/19/koronavirus-boitsya-serovodoroda.html;Комбинированная технология, основанная на ингаляции тиосульфата натрия и «горячих» гелий-кислородных дыхательных смесей при тяжелых формах коронавирусной пневмонии может предотвратить перевод больных на искусственную вентиляцию легких и сохранить им жизнь.;сероводород;5;;;;
https://www.ridus.ru/news/327661;Доктор Оникиенко из Санкт-Петербурга включил тиосульфат натрия в гелиевые смеси, которые применил в Сыктывкаре для лечения больных с подтвержденным заражением коронавирусом.;сероводород;6;;;;
https://www.ridus.ru/news/327661;В Сыктывкаре для лечения COVID-19 применили сероводород;сероводород;7;;;;
https://www.mk.ru/science/2020/05/19/koronavirus-boitsya-serovodoroda.html;Предварительные итоги испытаний свидетельствуют о том, что ингаляции тиосульфата препятствуют развитию «цитокиновой бури» (цитокины – это биологически активные белки, производимые в основном иммунными клетками), способствуют разрешению коронавирусной пневмонии и блокируют репликацию вируса в клетках-мишенях.;сероводород, цитокиновый шторм;1;;;;
https://ru.wikipedia.org/wiki/COVID-19;По симптомам COVID-19 невозможно отличить от других острых респираторных инфекций, в частности, от простуды и других ОРВИ[32].;симптом;1;;;;
https://vk.com/covid19#utm_source=vk&utm_medium=cpc&utm_campaign=web_left_nav;Если вам кажется, что у вас есть симптомы коронавируса или ОРВИ - вызовите врача.;симптом;2;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Основные симптомы коронавируса: высокая температура тела, кашель (сухой или с небольшим количеством мокроты), затрудненное дыхание, боль в мышцах, быстрая утомляемость.;симптом;3;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Если вы обнаружили симптомы, схожие с теми, которые вызывает коронавирус, оставайтесь дома и вызывайте врача.;симптом;4;;;;
https://www.bbc.com/russian/features-52065978;На начальном этапе заражения новый коронавирус активно размножается в горле и верхних дыхательных путях.;симптом;5;;;;
https://www.bbc.com/russian/features-52065978;Один из самых необычных симптомов коронавируса - потеря чувства вкуса и/или обоняния.;симптом;6;;;;
https://aif.ru/society/science/kazalos_by_pri_chyom_tut_bill_geyts_taynye_versii_proishozhdeniya_covid-19;Вскрытие шести умерших пациентов показало, что COVID-19 вызвал у них орхит — воспаление яичек. ;симптом;7;;;;
https://ru.wikipedia.org/wiki/COVID-19;Согласно анализу данных по 1099 пациентам по состоянию на 28 февраля 2020 года у 91,1 % пациентов с COVID-19 диагностировалась пневмония[18]. ;симптом;8;;;;
https://ru.wikipedia.org/wiki/COVID-19;Пневмония при COVID-19 также не может быть клинически отличимой от пневмоний, вызванных другими патогенами[80].;симптом;9;;;;
https://ru.wikipedia.org/wiki/COVID-19;Этот метод применяется и при тяжёлых формах сердечной недостаточности, которая также может возникнуть на фоне инфекции SARS-CoV-2[105].;симптом;10;;;;
https://ru.wikipedia.org/wiki/COVID-19;SARS-CoV, MERS-CoV и SARS-CoV-2 приводят к большому выбросу цитокинов[81], вызывая сильный иммунный ответ[114].;симптом;11;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Наиболее частыми симптомами COVID-19 являются сухой кашель, утомляемость и повышенная температура тела.;симптом;12;;;;
https://www.youtube.com/watch?v=FT4NWXTzhas&lc=UgwTHIvTT44qNudmkoV4AaABAg.95XqP1kwEP_96C2PAeFQ5h;Из за сухого кашля может и быть воспаление легких один из симптомах коронавируса лучше проверится а то в России уже 59 чел.;симптом;13;;;;
https://www.youtube.com/watch?v=C1k7SjX3mt4&lc=UgxtvdoSS-YTz_Qlab54AaABAg.95zASwAHdK-96FA9XlHqTo;Похоже пошли осложнения( При кашле появилась кровь с мокротой. Незнаю чем мы заболели, но все симптомы как у коронавируса. ;симптом;14;;;;
https://www.interfax.ru/russia/707066;Он подчеркнул, что резкая потеря обоняния и осязания - характерные симптомы коронавируса, которые раньше при простуде встречались гораздо реже.;симптом;15;;;;
https://yarreg.ru/articles/kt-pri-koronaviruse-panaceya-ili-biznes/;Потеря обоняния, расстройство стула – есть много симптомов, которые могут быть у COVID-19, и их надо учитывать.;симптом;16;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/news/20200503-1054.html;Проценко рассказал, что у пациентов с коронавирусом часто пропадают осязание и обоняние;симптом;17;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/news/20200503-1054.html;Врачи в больничном комплексе в Коммунарке в Новой Москве отметили, что у пациентов с коронавирусом часто пропадают обоняние и осязание, а на тяжелых стадиях они начинают терять вес.;симптом;18;;;;
https://www.kriis.ee/ru/koronavirus-ego-profilaktika-i-priznaki;Из пациентов с COVID-19 у 83-98% развивается лихорадка, 76-82% - сухой кашель и 11-44% - усталость или мышечная боль.;симптом;19;;;;
https://www.kriis.ee/ru/koronavirus-ego-profilaktika-i-priznaki;Менее распространенными симптомами COVID-19 являются головная боль, боль в горле, боль в животе и диарея.;симптом;20;;;;
https://www.garant.ru/products/ipo/prime/doc/73753942/;Известно, что наиболее распространенным клиническим проявлением нового варианта коронавирусной инфекции является двусторонняя пневмония, у 34% пациентов зарегистрировано развитие острого респираторного дистресс-синдрома (ОРДС).;симптом, ОРДС;;;;;
https://www.msn.com/ru-ru/health/featured/%D1%87%D1%82%D0%BE-%D0%B8%D0%B7%D0%B2%D0%B5%D1%81%D1%82%D0%BD%D0%BE-%D0%BE-%D0%B1%D0%B0%D0%BA%D1%82%D0%B5%D1%80%D0%B8%D0%B8-%C2%AB%D1%81%D0%B8%D0%BD%D1%82%D0%B8%D1%8F%C2%BB/ar-BB120CBj;"По словам Ермаковой, при попадании ""Синтии"" в организм, у человека начинаются схожие с коронавирусом симптомы: сухой кашель, высокая температура и поражение внутренних органов, в частности легких.";симптом, синтия;1;;;;
https://aif.ru/health/coronavirus/chto_takoe_bakteriya_sintiya;Новый коронавирус COVID-19 мог образоваться в результате проникновения в вирус бактерии «Синтия».;синтия;1;;;;
https://www.msn.com/ru-ru/health/featured/%D1%87%D1%82%D0%BE-%D0%B8%D0%B7%D0%B2%D0%B5%D1%81%D1%82%D0%BD%D0%BE-%D0%BE-%D0%B1%D0%B0%D0%BA%D1%82%D0%B5%D1%80%D0%B8%D0%B8-%C2%AB%D1%81%D0%B8%D0%BD%D1%82%D0%B8%D1%8F%C2%BB/ar-BB120CBj;"По словам женщины, коронавирус нужно лечить содовым раствором, так как в случаях, когда ему сопутствует ""Синтия"", не избежать летальности.";синтия;2;;;;
https://www.mythdetector.ge/ru/myth/cto-takoe-bakteria-sintia-i-svazana-li-ona-s-koronavirusom;Биолог утверждает, что именно сочетание коронавируса и бактерии Синтия делает новый вирус особенно опасным;синтия;3;;;;
https://ria.ru/20200411/1569898044.html;Коронавирус - мутировавшая Синтия;синтия;4;;;;
https://aif.ru/health/coronavirus/chto_takoe_bakteriya_sintiya;Новый коронавирус COVID-19 мог образоваться в результате проникновения в вирус бактерии «Синтия».;синтия;5;;;;
https://aif.ru/health/coronavirus/chto_takoe_bakteriya_sintiya;По ее мнению, бактерия с синтетическим геномом «Синтия», которая была искусственно выведена около десяти лет назад для борьбы с нефтяными загрязнениями в Мексиканском заливе, могла попасть в рыбу, которую в дальнейшем съел первый погибший в Китае. ;синтия;6;;;;
https://aif.ru/health/coronavirus/chto_takoe_bakteriya_sintiya;Если же вирус проник в бактерию «Синтия», то результатом мог стать смертельно-опасный новый коронавирус, считает биолог. ;синтия;7;;;;
https://factcheck.kz/health/lozh-covid-19-soderzhit-fragment-smertelno-opasnoj-sinteticheskoj-bakterii-sintiya/;Ложь | COVID-19 содержит фрагмент смертельно опасной синтетической бактерии Синтия;синтия;8;;;;
https://coronafake.ru/fakes/vlasti-skryvayut-realnyj-procent-smertej-ot-koronavirusa;Власти скрывают реальный процент смертей от коронавируса;смертность;1;;;;
https://habr.com/ru/post/494896/;Для подавляющего большинства здоровых людей риск умереть от Covid-19 или умереть от чего-то ещё намного ниже приведённых выше значений.;смертность;2;;;;
https://habr.com/ru/post/494896/#comment_21472460;От короновируса в США уже умерло 12242 человека за 2 месяца;смертность;3;;;;
https://www.spb.kp.ru/daily/27113/4192700/;Множество людей с коронавирусом, ушедших в мир иной, умерли бы в любом случае;смертность;4;;;;
https://www.spb.kp.ru/daily/27113/4192700/;По самым скромным подсчетам летальность от COVID составляет 1, 5 — 1,7% заболевших. ;смертность;5;;;;
https://www.spb.kp.ru/comments/article/4192700/;Человек очень точно подметил сущность манипуляций и подтасовок со смертностью от ковида 19.;смертность;6;;;;
https://www.youtube.com/watch?v=O8SZevPdins&lc=UgypOYitQegXcpHl19B4AaABAg;Конечно здоровые люди не умирают от короновируса!!;смертность;7;;;;
https://vk.com/wall-25280329_427007?reply=427029&thread=427012;пока что больше людей умирает от борьбы с ковидом чем от самого ковида. ;смертность;8;;;;
https://www.bbc.com/russian/features-52065978;Уровень смертности от Covid-19 пока сложно подсчитать с точностью, но большинство исследований оценивают его на уровне 1-3%.;смертность;9;;;;
https://www.bbc.com/russian/features-52065978;Смертность от Covid-19 сильно зависит от общей нагрузки на систему здравоохранения и скорости оказания помощи: если в Германии она составляет всего 0,3%, то в Италии - почти 9%.;смертность;10;;;;
https://ru.wikipedia.org/wiki/COVID-19;В сравнении с тяжёлым острым респираторным синдромом и ближневосточным респираторным синдромом летальность у COVID-19 намного ниже.;смертность;11;;;;
https://ru.wikipedia.org/wiki/COVID-19;Смертность из-за COVID-19, вероятно, выше, чем в случае сезонного гриппа.;смертность;12;;;;
https://ru.wikipedia.org/wiki/COVID-19;в то время как в случае COVID-19, по текущим данным, риск выше для пожилых людей и людей с хроническими болезнями[173].;смертность;13;;;;
http://www.privatmed.ru/article/37/239/2538/;Неправомерно говорить и о большой угрозе здоровью населения от COVID-19.;смертность;14;;;;
http://www.privatmed.ru/article/37/239/2538/;Это и понятно, так как летальность от COVID-19 низка.;смертность;15;;;;
https://www.business-gazeta.ru/article/468307;Недавнее исследование Стэнфордского университета показывает, что коэффициент смертности от COVID-19 составляет от 0,1 до 0,2% от числа инфицированных. ;смертность;16;;;;
https://www.business-gazeta.ru/article/468307;В случае с коронавирусом - причина смерти - осложнения, вызванные именно коронавирусом. ;смертность;17;;;;
https://www.business-gazeta.ru/article/468307;А если бы не корона 250 тысяч людей могли бы ещё жить пусть и с болячками.;смертность;18;;;;
https://www.business-gazeta.ru/article/468307;Да, смертность от коронавируса оказалась меньше прогнозируемых 3-4%, верно.;смертность;19;;;;
https://coronafake.ru/fakes/vlasti-skryvayut-realnyj-procent-smertej-ot-koronavirusa;Так на сайте издания «Телеканал Дождь» появилась новость о том, что смертность от коронавируса в России может быть более чем на 70% выше официальных данных.;смертность, Россия;1;;;;
https://www.kommersant.ru/doc/4373039?from=author_tech#id1907822;По официальным данным, уровень смертности от COVID-19 в России в 7,6 раза ниже, чем в мире в целом, в Москве — в 6,8 раза.;смертность, Россия;2;;;;
https://www.youtube.com/watch?v=U-Wo0krriQ0&lc=UgyQkZMLPN_dLSa4JmZ4AaABAg;Я переболела COVID, и находясь в больнице я пила слабый раствор пищевой соды и я ощутила положительный результат на собственной шкуре.;сода;1;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Министерство здравоохранения РФ рекомендует использовать раствор поваренной соли в качестве профилактики коронавирусной инфекции.;солевой раствор;1;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Научных данных о том, что регулярное промывание носа солевым раствором позволяет защитить от новой коронавирусной инфекции, нет.;солевой раствор;2;;;;
https://www.mythdetector.ge/ru/myth/spisok-nepodtverzdennyh-metodov-protiv-kovid-19;Полоскание горла соленой водой с целью уничтожения коронавируса является одним из самых распространенных мифов в социальных сетях.;солевой раствор;3;;;;
https://www.youtube.com/watch?v=Sd9Fqva1QQY&lc=Ugxgb_bCmHtaySva0BV4AaABAg.99-btCwlV5J992B9mg317l;Социальное дистанцирование не является эффективным в борьбе с распространением коронавирусной инфекции.;социальая дистанция;1;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/about-covid/#myths;Чтобы защититься от коронавируса, необходимо в первую очередь соблюдать меры социальной изоляции;социальная дистанция;1;;;;
https://rg.ru/2020/04/13/rospotrebnadzor-limony-med-i-chesnok-ne-pomogut-pri-koronaviruse.html;Для того, чтобы защититься от коронавируса, необходимо в первую очередь соблюдать меры социальной изоляции - не посещать многолюдные общественные места, держаться подальше от кашляющих и чихающих людей и тем более не контактировать с больными или людьми на карантине, отметили в санитарном ведомстве.;социальная дистанция;2;;;;
https://www.youtube.com/watch?v=Sd9Fqva1QQY&lc=Ugxgb_bCmHtaySva0BV4AaABAg.99-btCwlV5J992B9mg317l;Напомним, что Всемирная организация здравоохранения (ВОЗ) предложила соблюдать социальную дистанцию в 1,5–2 метра в целях профилактики заражения коронавирусом.;социальная дистанция;3;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/news/20200506-1330.html;Соблюдение социальной дистанции – эффективная защита от заражения COVID-19.;социальная дистанция;4;;;;
https://coronafake.ru/fakes/724;Помимо этого, женщина утверждает, что по якобы подтвержденной Роспотребнадзором информации, с 1 сентября учебный год не начнется, а с 20 сентября будет введен второй этап ограничений, связанных с распространением коронавирусной инфекции.;социальная дистанция, ограничения;1;;;;
https://www.youtube.com/watch?v=FT4NWXTzhas&lc=UgwTHIvTT44qNudmkoV4AaABAg.95XqP1kwEP_99FaR6PQSBK;Спиртиком всё это дело надо шлифануть-короновирус убивает??;спирт;1;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/about-covid/#myths;Употребление метанола, этанола и других ядовитых для организма веществ, содержащихся в средствах для дезинфекции, не предотвращает и не лечит COVID-19, но может быть чрезвычайно опасным для здоровья, привести к инвалидности и смерти.;спирт;2;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Самым эффективным способом профилактики новой коронавирусной инфекции (2019-nCoV) является регулярная обработка рук спиртосодержащим антисептиком или их мытье водой с мылом.;спирт, мытье рук;1;;;;
https://lenta.ru/news/2020/05/08/antiseptic/;Всемирная организация здравоохранения рекомендуют в качестве защиты от коронавируса регулярно мыть руки и обрабатывать их антисептиком на спиртовой основе.;спирт, мытье рук;;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Употребление метанола, этанола или хлорной извести НЕ ЯВЛЯЕТСЯ средством профилактики или лечения COVID?19 и может представлять серьезную опасность;спирт, хлор;1;;;;
https://ru.wikipedia.org/wiki/COVID-19;Эффективными против SARS-CoV-2 являются этиловый спирт (70—90 %), основанные на хлоре продукты (например, гипохлорит), перекись водорода (более 0,5 %)[96].;спирт, хлор, перекись водорода;1;;;;
https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D0%BF%D0%B8%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D0%B8_%D0%BE_%D0%BF%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D0%B8_COVID-19#%D0%9A%D0%BE%D0%BD%D1%81%D0%BF%D0%B8%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D0%B8_%D0%BF%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D0%B8;Представитель иранского телевидения Али Акбар Рафипур заявил, что коронавирус является частью программы «гибридной войны», которую США ведут против Ирана и Китая;США;1;;;;
https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D0%BF%D0%B8%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D0%B8_%D0%BE_%D0%BF%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D0%B8_COVID-19#%D0%9A%D0%BE%D0%BD%D1%81%D0%BF%D0%B8%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D0%B8_%D0%BF%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D0%B8;в китайских интернет-ресурсах широко обсуждаются конспирологические теории о том, что вирус COVID-19 создан ЦРУ для подавления Китая;США;2;;;;
https://tass.ru/obschestvo/9296467;В Белом доме заявили, что не стали бы использовать российскую вакцину от коронавируса;США;3;;;;
https://factcheck.kz/health/lozh-koronavirus-vyveden-v-laboratorii-i-zapatentovan-v-ssha/;Ложь | Коронавирус выведен в лаборатории и запатентован в США;США;4;;;;
https://www.business-gazeta.ru/article/468307;Те факты, которые излагает профессор Атлас, мягко подводит читателя еще к одному выводу: о некомпетентности властей США, их неспособности организовать эффективную борьбу с коронавирусом.;США;5;;;;
https://www.bbc.com/russian/features-52493422;В США - ведущую экономику мира - коронавирус пришел позже и навредил ей пока не так сильно.;США, экономика;1;;;;
https://factcheck.kz/health/lozh-koronavirus-vyveden-v-laboratorii-i-zapatentovan-v-ssha/;Коронавирус, возникший в Ухани в конце 2019 года и временно получивший название 2019-nCoV, принадлежит к тому же семейству вирусов.;таксономия;1;;;;
https://ru.wikipedia.org/wiki/COVID-19;SARS-CoV-2 относится к подроду Sarbecovirus и является седьмым по счёту известным коронавирусом, способным заражать человека[32].;таксономия;2;;;;
https://www.youtube.com/watch?v=9IOo2lJiseQ&lc=UgwvThfOXpTcphyRK594AaABAg.97dpxiRDRKV98O0I_4gLBZ;Существует много видов короны ,с этим никто спорить не будет ,была же вспышка ,короны еше в 2013 году и в 2003,но никто с ума не сходил...;таксономия;3;;;;
https://www.business-gazeta.ru/article/461452;Коронавирус — один из респираторных вирусов, известных давно. ;таксономия;4;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/q-a-coronaviruses;COVID-19 – инфекционное заболевание, вызванное последним из открытых вирусов семейства коронавирусов.;таксономия;5;;;;
https://www.dw.com/ru/%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D1%8B/t-52581549;Выделяют несколько групп коронавирусов: вирусы человека HCoV-226Е и HCoV-OC43, кишечные возбудители HECoV, коронавирусы SARS-CoV и MERS-CoV.;таксономия;6;;;;
https://www.who.int/csr/disease/coronavirus_infections/ru/;Коронавирусы — это большое семейство вирусов, в которое входят вирусы, способные вызывать целый ряд заболеваний у людей — от распространенной простуды до ТОРС.;таксономия;7;;;;
https://www.terviseamet.ee/ru/chto-takoe-covid-19;Вирус SARS-CoV-2 генетически похож на SARS коронавирус.;таксономия;8;;;;
https://www.mythdetector.ge/ru/myth/pocemu-koronavirus-ne-avlaetsa-sozdannym-v-laboratorii;SARS-CoV-2 является новейшим из семи коронавирусных заболеваний, обнаруженных у людей, которые были переданы от животных, а конкретно от летучих мышей, мышей или домашних животных. ;таксономия, источник;1;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/about-covid/#myths;Солнечная и жаркая погода не снижает риск заражения новой коронавирусной инфекцией. ;тепло;1;;;;
https://www.mythdetector.ge/ru/myth/spisok-nepodtverzdennyh-metodov-protiv-kovid-19;Горячая сауна и фен для волос  не убивают вирус Ковид-19.;тепло;2;;;;
https://www.mythdetector.ge/ru/myth/spisok-nepodtverzdennyh-metodov-protiv-kovid-19;Солнечные лучи, прием теплой воды и горячей ванны  не убивают вирус Ковид-19.;тепло;3;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Воздействие на организм солнца или температуры свыше 25o C НЕ ЯВЛЯЕТСЯ средством предотвращения заболевания коронавирусом (COVID-19);тепло;4;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;По имеющимся в настоящее время данным, передача вирусного возбудителя COVID?19 может происходить в ЛЮБЫХ РАЙОНАХ, включая районы с жарким влажным климатом.;тепло;5;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Горячая ванна не поможет против новой коронавирусной инфекции;тепло;6;;;;
https://www.bbc.com/russian/features-51791985;Не менее широко разошлось сообщение, приписываемое Unicef, - о том, что избежать коронавируса помогает горячая вода: надо пить ее как можно больше, а также чаще бывать на солнце, и тогда коронавирус якобы вас не достанет.;тепло;7;;;;
https://www.bbc.com/russian/features-51791985;Горячая ванна не защитит от коронавируса, хотя и способна снять излишнюю тревогу из-за него;тепло;8;;;;
https://www.bbc.com/russian/features-51791985;Нагревание собственного тела или прием солнечных ванн не поможет спастись от коронавируса, считает профессор Лондонской школы гигиены и тропической медицины Салли Блумфилд.;тепло;9;;;;
https://www.trtrussian.com/tehnologii/par-chesnok-i-drugie-narodnye-sredstva-ot-covid-19-naturalno-bezopasno-2149343;Пей горячую воду и «корона» тебе не грозит;тепло;10;;;;
https://www.dw.com/ru/%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%BE%D0%B3%D0%BE-%D0%BE%D0%BD-%D0%BE%D1%81%D0%BE%D0%B1%D0%B5%D0%BD%D0%BD%D0%BE-%D0%BE%D0%BF%D0%B0%D1%81%D0%B5%D0%BD-%D0%B8-%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83/a-52742588;По его мнению, с наступлением тепла и окончанием классического сезона простуды и гриппа ситуация с SARS-CoV-2 вряд ли изменится.;тепло;11;;;;
https://www.youtube.com/watch?v=FT4NWXTzhas&lc=Ugwb4mKEzECOiacpOJJ4AaABAg.969TVGLuhUh96aF1TlZRMg;Кто не знает ??Коронавирус?? боится теплого воздуха коронавирус примерно 3минуты живёт в воздухе;тепло;12;;;;
https://www.mythdetector.ge/ru/myth/spisok-nepodtverzdennyh-metodov-protiv-kovid-19;Применение ультрафиолетовых лучей и высокой температуры (выше 56 °C) на человека с целью уничтожения Ковид-19,  недопустимо.;тепло, уф-излучение;1;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Диагностика новой коронавирусной инфекции осуществляется молекулярно-генетическими методами – ПЦР (полимеразная цепная реакция). ;тест;1;;;;
https://riamo.ru/article/435459/kak-poluchit-spravku-ob-otsutstvii-koronavirusa-v-moskve.xl;ПЦР-исследование позволяет выявить в организме генетический материал (РНК) коронавируса SARS-CoV-2. ;тест;2;;;;
https://takiedela.ru/news/2020/05/14/otvety-na-kovid-voprosy/;Во-вторых, к тестам на коронавирус есть много претензий: они могут давать ложный результат на ранних и поздних стадиях заболевания, в случаях когда мазок был взят неправильно или приехал в лабораторию слишком поздно.;тест;3;;;;
https://takiedela.ru/news/2020/05/14/otvety-na-kovid-voprosy/;Посчитать, кто заболел, можно лишь по антителам к коронавирусу, но такие тесты еще только вводятся во всем мире.;тест;4;;;;
https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%81%D1%82%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BD%D0%B0_%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%BD%D1%83%D1%8E_%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D1%8E_COVID-19;"По состоянию на 24 марта в России зарегистрировано четыре теста на коронавирус, из них три созданы государственными структурами: два — научным центром «Вектор»"" Роспотребнадзора (зарегистрирована Росздравнадзором 11 февраля 2020 года, регистрационный номер РЗН 2020/9677)[40][41]) и один — «Центром стратегического планирования и управления рисками» («ЦСП») Минздрава России (РЗН 2020/9765)[42].";тест;5;;;;
https://docdeti.ru/baza-znaniy/984/;Тесты на коронавирус не всегда информативны.;тест;6;;;;
